category,language,text
CLOUDBURST,mr,नाशिक मध्ये ढगफुटीमुळे नुकसान
CLOUDBURST,mr,औरंगाबाद मध्ये ढगफुटीमुळे नुकसान
CLOUDBURST,mr,ढगफुटीसारख्या पावसाने नाले उफाळले
CLOUDBURST,mr,पुणे मध्ये ढगफुटीमुळे नुकसान
CLOUDBURST,mr,नागपूर मध्ये ढगफुटीमुळे नुकसान
CLOUDBURST,mr,नाशिक मध्ये ढगफुटीमुळे नुकसान
CLOUDBURST,mr,नाशिक मध्ये ढगफुटीमुळे नुकसान
CLOUDBURST,mr,नागपूर मध्ये ढगफुटीमुळे नुकसान
CLOUDBURST,mr,ढगफुटीसारख्या पावसाने नाले उफाळले
CLOUDBURST,mr,ढगफुटीसारख्या पावसाने नाले उफाळले
RAINFALL,pa,ਰੁਕਰੁਕ ਕੇ ਹੋ ਰਹੀ ਬਾਰਸ਼ ਨਾਲ ਸੜਕਾਂ ਗਿੱਲੀਆਂ ਹਨ
RAINFALL,pa,ਰੁਕਰੁਕ ਕੇ ਹੋ ਰਹੀ ਬਾਰਸ਼ ਨਾਲ ਸੜਕਾਂ ਗਿੱਲੀਆਂ ਹਨ
RAINFALL,pa,ਰੁਕਰੁਕ ਕੇ ਹੋ ਰਹੀ ਬਾਰਸ਼ ਨਾਲ ਸੜਕਾਂ ਗਿੱਲੀਆਂ ਹਨ
RAINFALL,pa,ਰੁਕਰੁਕ ਕੇ ਹੋ ਰਹੀ ਬਾਰਸ਼ ਨਾਲ ਸੜਕਾਂ ਗਿੱਲੀਆਂ ਹਨ
RAINFALL,pa,ਰੁਕਰੁਕ ਕੇ ਹੋ ਰਹੀ ਬਾਰਸ਼ ਨਾਲ ਸੜਕਾਂ ਗਿੱਲੀਆਂ ਹਨ
RAINFALL,pa,ਰੁਕਰੁਕ ਕੇ ਹੋ ਰਹੀ ਬਾਰਸ਼ ਨਾਲ ਸੜਕਾਂ ਗਿੱਲੀਆਂ ਹਨ
RAINFALL,pa,ਜਲੰਧਰ ਵਿੱਚ ਹਲਕੀ ਬਾਰਸ਼ ਹੋ ਰਹੀ ਹੈ
RAINFALL,pa,ਲੁਧਿਆਣਾ ਵਿੱਚ ਹਲਕੀ ਬਾਰਸ਼ ਹੋ ਰਹੀ ਹੈ
RAINFALL,pa,ਰੁਕਰੁਕ ਕੇ ਹੋ ਰਹੀ ਬਾਰਸ਼ ਨਾਲ ਸੜਕਾਂ ਗਿੱਲੀਆਂ ਹਨ
RAINFALL,pa,ਜਲੰਧਰ ਵਿੱਚ ਹਲਕੀ ਬਾਰਸ਼ ਹੋ ਰਹੀ ਹੈ
RAINFALL,pa,ਪਟਿਆਲਾ ਵਿੱਚ ਹਲਕੀ ਬਾਰਸ਼ ਹੋ ਰਹੀ ਹੈ
RAINFALL,pa,ਰੁਕਰੁਕ ਕੇ ਹੋ ਰਹੀ ਬਾਰਸ਼ ਨਾਲ ਸੜਕਾਂ ਗਿੱਲੀਆਂ ਹਨ
HEAVY_RAINFALL,pa,ਮੌਸਮ ਮੁਤਾਬਕ ਭਾਰੀ ਮੀਂਹ ਪਿਆ
HEAVY_RAINFALL,pa,ਪਟਿਆਲਾ ਵਿੱਚ ਭਾਰੀ ਬਾਰਸ਼
HEAVY_RAINFALL,pa,ਲੁਧਿਆਣਾ ਵਿੱਚ ਭਾਰੀ ਬਾਰਸ਼
HEAVY_RAINFALL,pa,ਮੌਸਮ ਮੁਤਾਬਕ ਭਾਰੀ ਮੀਂਹ ਪਿਆ
HEAVY_RAINFALL,pa,ਲੁਧਿਆਣਾ ਵਿੱਚ ਭਾਰੀ ਬਾਰਸ਼
HEAVY_RAINFALL,pa,ਮੌਸਮ ਮੁਤਾਬਕ ਭਾਰੀ ਮੀਂਹ ਪਿਆ
HEAVY_RAINFALL,pa,ਜਲੰਧਰ ਵਿੱਚ ਭਾਰੀ ਬਾਰਸ਼
HEAVY_RAINFALL,pa,ਪਟਿਆਲਾ ਵਿੱਚ ਭਾਰੀ ਬਾਰਸ਼
HEAVY_RAINFALL,pa,ਲੁਧਿਆਣਾ ਵਿੱਚ ਭਾਰੀ ਬਾਰਸ਼
HEAVY_RAINFALL,pa,ਮੌਸਮ ਮੁਤਾਬਕ ਭਾਰੀ ਮੀਂਹ ਪਿਆ
HEAVY_RAINFALL,pa,ਮੌਸਮ ਮੁਤਾਬਕ ਭਾਰੀ ਮੀਂਹ ਪਿਆ
HEAVY_RAINFALL,pa,ਮੌਸਮ ਮੁਤਾਬਕ ਭਾਰੀ ਮੀਂਹ ਪਿਆ
FLOOD,pa,ਹੜ੍ਹ ਦਾ ਪਾਣੀ ਲਗਾਤਾਰ ਵਧ ਰਿਹਾ ਹੈ
FLOOD,pa,ਅੰਮ੍ਰਿਤਸਰ ਦੇ ਹੇਠਲੇ ਇਲਾਕਿਆਂ ਵਿੱਚ ਹੜ੍ਹ
FLOOD,pa,ਜਲੰਧਰ ਦੇ ਹੇਠਲੇ ਇਲਾਕਿਆਂ ਵਿੱਚ ਹੜ੍ਹ
FLOOD,pa,ਜਲੰਧਰ ਦੇ ਹੇਠਲੇ ਇਲਾਕਿਆਂ ਵਿੱਚ ਹੜ੍ਹ
FLOOD,pa,ਜਲੰਧਰ ਦੇ ਹੇਠਲੇ ਇਲਾਕਿਆਂ ਵਿੱਚ ਹੜ੍ਹ
FLOOD,pa,ਪਟਿਆਲਾ ਦੇ ਹੇਠਲੇ ਇਲਾਕਿਆਂ ਵਿੱਚ ਹੜ੍ਹ
FLOOD,pa,ਹੜ੍ਹ ਦਾ ਪਾਣੀ ਲਗਾਤਾਰ ਵਧ ਰਿਹਾ ਹੈ
FLOOD,pa,ਜਲੰਧਰ ਦੇ ਹੇਠਲੇ ਇਲਾਕਿਆਂ ਵਿੱਚ ਹੜ੍ਹ
FLOOD,pa,ਹੜ੍ਹ ਦਾ ਪਾਣੀ ਲਗਾਤਾਰ ਵਧ ਰਿਹਾ ਹੈ
FLOOD,pa,ਹੜ੍ਹ ਦਾ ਪਾਣੀ ਲਗਾਤਾਰ ਵਧ ਰਿਹਾ ਹੈ
FLOOD,pa,ਹੜ੍ਹ ਦਾ ਪਾਣੀ ਲਗਾਤਾਰ ਵਧ ਰਿਹਾ ਹੈ
FLOOD,pa,ਜਲੰਧਰ ਦੇ ਹੇਠਲੇ ਇਲਾਕਿਆਂ ਵਿੱਚ ਹੜ੍ਹ
FLASH_FLOOD,pa,ਪਟਿਆਲਾ ਵਿੱਚ ਅਚਾਨਕ ਹੜ੍ਹ ਨੇ ਤਬਾਹੀ ਮਚਾਈ
FLASH_FLOOD,pa,ਭਾਰੀ ਮੀਂਹ ਤੋਂ ਬਾਅਦ ਸੜਕਾਂ 'ਤੇ ਪਾਣੀ ਭਰ ਗਿਆ
FLASH_FLOOD,pa,ਪਟਿਆਲਾ ਵਿੱਚ ਅਚਾਨਕ ਹੜ੍ਹ ਨੇ ਤਬਾਹੀ ਮਚਾਈ
FLASH_FLOOD,pa,ਲੁਧਿਆਣਾ ਵਿੱਚ ਅਚਾਨਕ ਹੜ੍ਹ ਨੇ ਤਬਾਹੀ ਮਚਾਈ
FLASH_FLOOD,pa,ਜਲੰਧਰ ਵਿੱਚ ਅਚਾਨਕ ਹੜ੍ਹ ਨੇ ਤਬਾਹੀ ਮਚਾਈ
FLASH_FLOOD,pa,ਭਾਰੀ ਮੀਂਹ ਤੋਂ ਬਾਅਦ ਸੜਕਾਂ 'ਤੇ ਪਾਣੀ ਭਰ ਗਿਆ
FLASH_FLOOD,pa,ਲੁਧਿਆਣਾ ਵਿੱਚ ਅਚਾਨਕ ਹੜ੍ਹ ਨੇ ਤਬਾਹੀ ਮਚਾਈ
FLASH_FLOOD,pa,ਅੰਮ੍ਰਿਤਸਰ ਵਿੱਚ ਅਚਾਨਕ ਹੜ੍ਹ ਨੇ ਤਬਾਹੀ ਮਚਾਈ
FLASH_FLOOD,pa,ਭਾਰੀ ਮੀਂਹ ਤੋਂ ਬਾਅਦ ਸੜਕਾਂ 'ਤੇ ਪਾਣੀ ਭਰ ਗਿਆ
FLASH_FLOOD,pa,ਜਲੰਧਰ ਵਿੱਚ ਅਚਾਨਕ ਹੜ੍ਹ ਨੇ ਤਬਾਹੀ ਮਚਾਈ
FLASH_FLOOD,pa,ਭਾਰੀ ਮੀਂਹ ਤੋਂ ਬਾਅਦ ਸੜਕਾਂ 'ਤੇ ਪਾਣੀ ਭਰ ਗਿਆ
FLASH_FLOOD,pa,ਭਾਰੀ ਮੀਂਹ ਤੋਂ ਬਾਅਦ ਸੜਕਾਂ 'ਤੇ ਪਾਣੀ ਭਰ ਗਿਆ
THUNDERSTORM,pa,ਪਟਿਆਲਾ ਵਿੱਚ ਗਰਜ ਨਾਲ ਤੂਫਾਨ ਆਇਆ
THUNDERSTORM,pa,ਜਲੰਧਰ ਵਿੱਚ ਗਰਜ ਨਾਲ ਤੂਫਾਨ ਆਇਆ
THUNDERSTORM,pa,ਲੁਧਿਆਣਾ ਵਿੱਚ ਗਰਜ ਨਾਲ ਤੂਫਾਨ ਆਇਆ
THUNDERSTORM,pa,ਲੁਧਿਆਣਾ ਵਿੱਚ ਗਰਜ ਨਾਲ ਤੂਫਾਨ ਆਇਆ
THUNDERSTORM,pa,ਗਰਜ ਅਤੇ ਤੇਜ਼ ਮੀਂਹ ਨਾਲ ਤੂਫਾਨ ਆਇਆ
THUNDERSTORM,pa,ਗਰਜ ਅਤੇ ਤੇਜ਼ ਮੀਂਹ ਨਾਲ ਤੂਫਾਨ ਆਇਆ
THUNDERSTORM,pa,ਜਲੰਧਰ ਵਿੱਚ ਗਰਜ ਨਾਲ ਤੂਫਾਨ ਆਇਆ
THUNDERSTORM,pa,ਗਰਜ ਅਤੇ ਤੇਜ਼ ਮੀਂਹ ਨਾਲ ਤੂਫਾਨ ਆਇਆ
THUNDERSTORM,pa,ਗਰਜ ਅਤੇ ਤੇਜ਼ ਮੀਂਹ ਨਾਲ ਤੂਫਾਨ ਆਇਆ
THUNDERSTORM,pa,ਪਟਿਆਲਾ ਵਿੱਚ ਗਰਜ ਨਾਲ ਤੂਫਾਨ ਆਇਆ
THUNDERSTORM,pa,ਗਰਜ ਅਤੇ ਤੇਜ਼ ਮੀਂਹ ਨਾਲ ਤੂਫਾਨ ਆਇਆ
THUNDERSTORM,pa,ਗਰਜ ਅਤੇ ਤੇਜ਼ ਮੀਂਹ ਨਾਲ ਤੂਫਾਨ ਆਇਆ
LIGHTNING,pa,ਅਸਮਾਨ ਵਿੱਚ ਬਿਜਲੀ ਚਮਕਦੀ ਰਹੀ
LIGHTNING,pa,ਪਟਿਆਲਾ ਵਿੱਚ ਬਿਜਲੀ ਡਿੱਗਣ ਦੀਆਂ ਘਟਨਾਵਾਂ
LIGHTNING,pa,ਅਸਮਾਨ ਵਿੱਚ ਬਿਜਲੀ ਚਮਕਦੀ ਰਹੀ
LIGHTNING,pa,ਅਸਮਾਨ ਵਿੱਚ ਬਿਜਲੀ ਚਮਕਦੀ ਰਹੀ
LIGHTNING,pa,ਅਸਮਾਨ ਵਿੱਚ ਬਿਜਲੀ ਚਮਕਦੀ ਰਹੀ
LIGHTNING,pa,ਅਸਮਾਨ ਵਿੱਚ ਬਿਜਲੀ ਚਮਕਦੀ ਰਹੀ
LIGHTNING,pa,ਅਸਮਾਨ ਵਿੱਚ ਬਿਜਲੀ ਚਮਕਦੀ ਰਹੀ
LIGHTNING,pa,ਅਸਮਾਨ ਵਿੱਚ ਬਿਜਲੀ ਚਮਕਦੀ ਰਹੀ
LIGHTNING,pa,ਅਸਮਾਨ ਵਿੱਚ ਬਿਜਲੀ ਚਮਕਦੀ ਰਹੀ
LIGHTNING,pa,ਅੰਮ੍ਰਿਤਸਰ ਵਿੱਚ ਬਿਜਲੀ ਡਿੱਗਣ ਦੀਆਂ ਘਟਨਾਵਾਂ
LIGHTNING,pa,ਪਟਿਆਲਾ ਵਿੱਚ ਬਿਜਲੀ ਡਿੱਗਣ ਦੀਆਂ ਘਟਨਾਵਾਂ
LIGHTNING,pa,ਅੰਮ੍ਰਿਤਸਰ ਵਿੱਚ ਬਿਜਲੀ ਡਿੱਗਣ ਦੀਆਂ ਘਟਨਾਵਾਂ
CYCLONE,pa,ਚੱਕਰਵਾਤ ਪਟਿਆਲਾ ਦੇ ਤੱਟ ਦੇ ਨੇੜੇ ਪਹੁੰਚ ਗਿਆ
CYCLONE,pa,ਚੱਕਰਵਾਤ ਦੀ ਚੇਤਾਵਨੀ ਜਾਰੀ ਕੀਤੀ ਗਈ
CYCLONE,pa,ਚੱਕਰਵਾਤ ਦੀ ਚੇਤਾਵਨੀ ਜਾਰੀ ਕੀਤੀ ਗਈ
CYCLONE,pa,ਚੱਕਰਵਾਤ ਜਲੰਧਰ ਦੇ ਤੱਟ ਦੇ ਨੇੜੇ ਪਹੁੰਚ ਗਿਆ
CYCLONE,pa,ਚੱਕਰਵਾਤ ਜਲੰਧਰ ਦੇ ਤੱਟ ਦੇ ਨੇੜੇ ਪਹੁੰਚ ਗਿਆ
CYCLONE,pa,ਚੱਕਰਵਾਤ ਜਲੰਧਰ ਦੇ ਤੱਟ ਦੇ ਨੇੜੇ ਪਹੁੰਚ ਗਿਆ
CYCLONE,pa,ਚੱਕਰਵਾਤ ਦੀ ਚੇਤਾਵਨੀ ਜਾਰੀ ਕੀਤੀ ਗਈ
CYCLONE,pa,ਚੱਕਰਵਾਤ ਦੀ ਚੇਤਾਵਨੀ ਜਾਰੀ ਕੀਤੀ ਗਈ
CYCLONE,pa,ਚੱਕਰਵਾਤ ਪਟਿਆਲਾ ਦੇ ਤੱਟ ਦੇ ਨੇੜੇ ਪਹੁੰਚ ਗਿਆ
CYCLONE,pa,ਚੱਕਰਵਾਤ ਦੀ ਚੇਤਾਵਨੀ ਜਾਰੀ ਕੀਤੀ ਗਈ
CYCLONE,pa,ਚੱਕਰਵਾਤ ਦੀ ਚੇਤਾਵਨੀ ਜਾਰੀ ਕੀਤੀ ਗਈ
CYCLONE,pa,ਚੱਕਰਵਾਤ ਅੰਮ੍ਰਿਤਸਰ ਦੇ ਤੱਟ ਦੇ ਨੇੜੇ ਪਹੁੰਚ ਗਿਆ
HEATWAVE,pa,ਪਟਿਆਲਾ ਵਿੱਚ ਲੂ ਚੱਲ ਰਹੀ ਹੈ
HEATWAVE,pa,ਲੁਧਿਆਣਾ ਵਿੱਚ ਲੂ ਚੱਲ ਰਹੀ ਹੈ
HEATWAVE,pa,ਪਟਿਆਲਾ ਵਿੱਚ ਲੂ ਚੱਲ ਰਹੀ ਹੈ
HEATWAVE,pa,ਅੰਮ੍ਰਿਤਸਰ ਵਿੱਚ ਲੂ ਚੱਲ ਰਹੀ ਹੈ
HEATWAVE,pa,ਤੇਜ਼ ਗਰਮੀ ਨਾਲ ਲੋਕ ਪ੍ਰੇਸ਼ਾਨ ਹਨ
HEATWAVE,pa,ਤੇਜ਼ ਗਰਮੀ ਨਾਲ ਲੋਕ ਪ੍ਰੇਸ਼ਾਨ ਹਨ
HEATWAVE,pa,ਤੇਜ਼ ਗਰਮੀ ਨਾਲ ਲੋਕ ਪ੍ਰੇਸ਼ਾਨ ਹਨ
HEATWAVE,pa,ਪਟਿਆਲਾ ਵਿੱਚ ਲੂ ਚੱਲ ਰਹੀ ਹੈ
HEATWAVE,pa,ਅੰਮ੍ਰਿਤਸਰ ਵਿੱਚ ਲੂ ਚੱਲ ਰਹੀ ਹੈ
HEATWAVE,pa,ਜਲੰਧਰ ਵਿੱਚ ਲੂ ਚੱਲ ਰਹੀ ਹੈ
HEATWAVE,pa,ਤੇਜ਼ ਗਰਮੀ ਨਾਲ ਲੋਕ ਪ੍ਰੇਸ਼ਾਨ ਹਨ
HEATWAVE,pa,ਪਟਿਆਲਾ ਵਿੱਚ ਲੂ ਚੱਲ ਰਹੀ ਹੈ
COLD_WAVE,pa,ਲੁਧਿਆਣਾ ਵਿੱਚ ਠੰਡ ਦੀ ਲਹਿਰ
COLD_WAVE,pa,ਅੰਮ੍ਰਿਤਸਰ ਵਿੱਚ ਠੰਡ ਦੀ ਲਹਿਰ
COLD_WAVE,pa,ਪਟਿਆਲਾ ਵਿੱਚ ਠੰਡ ਦੀ ਲਹਿਰ
COLD_WAVE,pa,ਸਖ਼ਤ ਠੰਡ ਕਾਰਨ ਸਕੂਲ ਬੰਦ ਰਹੇ
COLD_WAVE,pa,ਪਟਿਆਲਾ ਵਿੱਚ ਠੰਡ ਦੀ ਲਹਿਰ
COLD_WAVE,pa,ਸਖ਼ਤ ਠੰਡ ਕਾਰਨ ਸਕੂਲ ਬੰਦ ਰਹੇ
COLD_WAVE,pa,ਅੰਮ੍ਰਿਤਸਰ ਵਿੱਚ ਠੰਡ ਦੀ ਲਹਿਰ
COLD_WAVE,pa,ਅੰਮ੍ਰਿਤਸਰ ਵਿੱਚ ਠੰਡ ਦੀ ਲਹਿਰ
COLD_WAVE,pa,ਸਖ਼ਤ ਠੰਡ ਕਾਰਨ ਸਕੂਲ ਬੰਦ ਰਹੇ
COLD_WAVE,pa,ਸਖ਼ਤ ਠੰਡ ਕਾਰਨ ਸਕੂਲ ਬੰਦ ਰਹੇ
COLD_WAVE,pa,ਲੁਧਿਆਣਾ ਵਿੱਚ ਠੰਡ ਦੀ ਲਹਿਰ
COLD_WAVE,pa,ਸਖ਼ਤ ਠੰਡ ਕਾਰਨ ਸਕੂਲ ਬੰਦ ਰਹੇ
FOG,pa,ਜਲੰਧਰ ਵਿੱਚ ਸਵੇਰੇ ਧੁੰਦ ਛਾਈ
FOG,pa,ਜਲੰਧਰ ਵਿੱਚ ਸਵੇਰੇ ਧੁੰਦ ਛਾਈ
FOG,pa,ਲੁਧਿਆਣਾ ਵਿੱਚ ਸਵੇਰੇ ਧੁੰਦ ਛਾਈ
FOG,pa,ਧੁੰਦ ਕਾਰਨ ਨਜ਼ਰ ਕਮਜ਼ੋਰ ਰਹੀ
FOG,pa,ਲੁਧਿਆਣਾ ਵਿੱਚ ਸਵੇਰੇ ਧੁੰਦ ਛਾਈ
FOG,pa,ਧੁੰਦ ਕਾਰਨ ਨਜ਼ਰ ਕਮਜ਼ੋਰ ਰਹੀ
FOG,pa,ਲੁਧਿਆਣਾ ਵਿੱਚ ਸਵੇਰੇ ਧੁੰਦ ਛਾਈ
FOG,pa,ਧੁੰਦ ਕਾਰਨ ਨਜ਼ਰ ਕਮਜ਼ੋਰ ਰਹੀ
FOG,pa,ਜਲੰਧਰ ਵਿੱਚ ਸਵੇਰੇ ਧੁੰਦ ਛਾਈ
FOG,pa,ਧੁੰਦ ਕਾਰਨ ਨਜ਼ਰ ਕਮਜ਼ੋਰ ਰਹੀ
FOG,pa,ਧੁੰਦ ਕਾਰਨ ਨਜ਼ਰ ਕਮਜ਼ੋਰ ਰਹੀ
FOG,pa,ਧੁੰਦ ਕਾਰਨ ਨਜ਼ਰ ਕਮਜ਼ੋਰ ਰਹੀ
DENSE_FOG,pa,ਸੰਘਣੀ ਧੁੰਦ ਕਾਰਨ ਉਡਾਣਾਂ ਰੱਦ
DENSE_FOG,pa,"ਅੰਮ੍ਰਿਤਸਰ ਵਿੱਚ ਸੰਘਣੀ ਧੁੰਦ, ਨਜ਼ਰ ਲਗਭਗ ਨਾ ਦੇ ਬਰਾਬਰ"
DENSE_FOG,pa,"ਜਲੰਧਰ ਵਿੱਚ ਸੰਘਣੀ ਧੁੰਦ, ਨਜ਼ਰ ਲਗਭਗ ਨਾ ਦੇ ਬਰਾਬਰ"
DENSE_FOG,pa,"ਅੰਮ੍ਰਿਤਸਰ ਵਿੱਚ ਸੰਘਣੀ ਧੁੰਦ, ਨਜ਼ਰ ਲਗਭਗ ਨਾ ਦੇ ਬਰਾਬਰ"
DENSE_FOG,pa,"ਪਟਿਆਲਾ ਵਿੱਚ ਸੰਘਣੀ ਧੁੰਦ, ਨਜ਼ਰ ਲਗਭਗ ਨਾ ਦੇ ਬਰਾਬਰ"
DENSE_FOG,pa,ਸੰਘਣੀ ਧੁੰਦ ਕਾਰਨ ਉਡਾਣਾਂ ਰੱਦ
DENSE_FOG,pa,ਸੰਘਣੀ ਧੁੰਦ ਕਾਰਨ ਉਡਾਣਾਂ ਰੱਦ
DENSE_FOG,pa,"ਲੁਧਿਆਣਾ ਵਿੱਚ ਸੰਘਣੀ ਧੁੰਦ, ਨਜ਼ਰ ਲਗਭਗ ਨਾ ਦੇ ਬਰਾਬਰ"
DENSE_FOG,pa,ਸੰਘਣੀ ਧੁੰਦ ਕਾਰਨ ਉਡਾਣਾਂ ਰੱਦ
DENSE_FOG,pa,ਸੰਘਣੀ ਧੁੰਦ ਕਾਰਨ ਉਡਾਣਾਂ ਰੱਦ
DENSE_FOG,pa,"ਲੁਧਿਆਣਾ ਵਿੱਚ ਸੰਘਣੀ ਧੁੰਦ, ਨਜ਼ਰ ਲਗਭਗ ਨਾ ਦੇ ਬਰਾਬਰ"
DENSE_FOG,pa,ਸੰਘਣੀ ਧੁੰਦ ਕਾਰਨ ਉਡਾਣਾਂ ਰੱਦ
DUST_STORM,pa,ਜਲੰਧਰ ਵਿੱਚ ਧੂੜ ਭਰੀ ਆਂਧੀ ਚੱਲੀ
DUST_STORM,pa,ਧੂੜ ਕਾਰਨ ਨਜ਼ਰ ਘਟ ਗਈ
DUST_STORM,pa,ਲੁਧਿਆਣਾ ਵਿੱਚ ਧੂੜ ਭਰੀ ਆਂਧੀ ਚੱਲੀ
DUST_STORM,pa,ਪਟਿਆਲਾ ਵਿੱਚ ਧੂੜ ਭਰੀ ਆਂਧੀ ਚੱਲੀ
DUST_STORM,pa,ਪਟਿਆਲਾ ਵਿੱਚ ਧੂੜ ਭਰੀ ਆਂਧੀ ਚੱਲੀ
DUST_STORM,pa,ਜਲੰਧਰ ਵਿੱਚ ਧੂੜ ਭਰੀ ਆਂਧੀ ਚੱਲੀ
DUST_STORM,pa,ਅੰਮ੍ਰਿਤਸਰ ਵਿੱਚ ਧੂੜ ਭਰੀ ਆਂਧੀ ਚੱਲੀ
DUST_STORM,pa,ਲੁਧਿਆਣਾ ਵਿੱਚ ਧੂੜ ਭਰੀ ਆਂਧੀ ਚੱਲੀ
DUST_STORM,pa,ਲੁਧਿਆਣਾ ਵਿੱਚ ਧੂੜ ਭਰੀ ਆਂਧੀ ਚੱਲੀ
DUST_STORM,pa,ਧੂੜ ਕਾਰਨ ਨਜ਼ਰ ਘਟ ਗਈ
DUST_STORM,pa,ਧੂੜ ਕਾਰਨ ਨਜ਼ਰ ਘਟ ਗਈ
DUST_STORM,pa,ਧੂੜ ਕਾਰਨ ਨਜ਼ਰ ਘਟ ਗਈ
STRONG_WIND,pa,ਤੇਜ਼ ਹਵਾਵਾਂ ਕਾਰਨ ਦਰੱਖਤ ਡਿੱਗੇ
STRONG_WIND,pa,ਜਲੰਧਰ ਵਿੱਚ ਤੇਜ਼ ਹਵਾਵਾਂ ਚੱਲ ਰਹੀਆਂ ਹਨ
STRONG_WIND,pa,ਤੇਜ਼ ਹਵਾਵਾਂ ਕਾਰਨ ਦਰੱਖਤ ਡਿੱਗੇ
STRONG_WIND,pa,ਜਲੰਧਰ ਵਿੱਚ ਤੇਜ਼ ਹਵਾਵਾਂ ਚੱਲ ਰਹੀਆਂ ਹਨ
STRONG_WIND,pa,ਪਟਿਆਲਾ ਵਿੱਚ ਤੇਜ਼ ਹਵਾਵਾਂ ਚੱਲ ਰਹੀਆਂ ਹਨ
STRONG_WIND,pa,ਤੇਜ਼ ਹਵਾਵਾਂ ਕਾਰਨ ਦਰੱਖਤ ਡਿੱਗੇ
STRONG_WIND,pa,ਪਟਿਆਲਾ ਵਿੱਚ ਤੇਜ਼ ਹਵਾਵਾਂ ਚੱਲ ਰਹੀਆਂ ਹਨ
STRONG_WIND,pa,ਜਲੰਧਰ ਵਿੱਚ ਤੇਜ਼ ਹਵਾਵਾਂ ਚੱਲ ਰਹੀਆਂ ਹਨ
STRONG_WIND,pa,ਜਲੰਧਰ ਵਿੱਚ ਤੇਜ਼ ਹਵਾਵਾਂ ਚੱਲ ਰਹੀਆਂ ਹਨ
STRONG_WIND,pa,ਅੰਮ੍ਰਿਤਸਰ ਵਿੱਚ ਤੇਜ਼ ਹਵਾਵਾਂ ਚੱਲ ਰਹੀਆਂ ਹਨ
STRONG_WIND,pa,ਅੰਮ੍ਰਿਤਸਰ ਵਿੱਚ ਤੇਜ਼ ਹਵਾਵਾਂ ਚੱਲ ਰਹੀਆਂ ਹਨ
STRONG_WIND,pa,ਅੰਮ੍ਰਿਤਸਰ ਵਿੱਚ ਤੇਜ਼ ਹਵਾਵਾਂ ਚੱਲ ਰਹੀਆਂ ਹਨ
HAILSTORM,pa,ਅੰਮ੍ਰਿਤਸਰ ਵਿੱਚ ਗੜ੍ਹੇਮਾਰੀ ਨਾਲ ਫਸਲਾਂ ਨੂੰ ਨੁਕਸਾਨ
HAILSTORM,pa,ਗੜ੍ਹੇਮਾਰੀ ਕਾਰਨ ਘਰਾਂ ਨੂੰ ਨੁਕਸਾਨ ਹੋਇਆ
HAILSTORM,pa,ਗੜ੍ਹੇਮਾਰੀ ਕਾਰਨ ਘਰਾਂ ਨੂੰ ਨੁਕਸਾਨ ਹੋਇਆ
HAILSTORM,pa,ਅੰਮ੍ਰਿਤਸਰ ਵਿੱਚ ਗੜ੍ਹੇਮਾਰੀ ਨਾਲ ਫਸਲਾਂ ਨੂੰ ਨੁਕਸਾਨ
HAILSTORM,pa,ਗੜ੍ਹੇਮਾਰੀ ਕਾਰਨ ਘਰਾਂ ਨੂੰ ਨੁਕਸਾਨ ਹੋਇਆ
HAILSTORM,pa,ਗੜ੍ਹੇਮਾਰੀ ਕਾਰਨ ਘਰਾਂ ਨੂੰ ਨੁਕਸਾਨ ਹੋਇਆ
HAILSTORM,pa,ਗੜ੍ਹੇਮਾਰੀ ਕਾਰਨ ਘਰਾਂ ਨੂੰ ਨੁਕਸਾਨ ਹੋਇਆ
HAILSTORM,pa,ਗੜ੍ਹੇਮਾਰੀ ਕਾਰਨ ਘਰਾਂ ਨੂੰ ਨੁਕਸਾਨ ਹੋਇਆ
HAILSTORM,pa,ਗੜ੍ਹੇਮਾਰੀ ਕਾਰਨ ਘਰਾਂ ਨੂੰ ਨੁਕਸਾਨ ਹੋਇਆ
HAILSTORM,pa,ਲੁਧਿਆਣਾ ਵਿੱਚ ਗੜ੍ਹੇਮਾਰੀ ਨਾਲ ਫਸਲਾਂ ਨੂੰ ਨੁਕਸਾਨ
HAILSTORM,pa,ਅੰਮ੍ਰਿਤਸਰ ਵਿੱਚ ਗੜ੍ਹੇਮਾਰੀ ਨਾਲ ਫਸਲਾਂ ਨੂੰ ਨੁਕਸਾਨ
HAILSTORM,pa,ਗੜ੍ਹੇਮਾਰੀ ਕਾਰਨ ਘਰਾਂ ਨੂੰ ਨੁਕਸਾਨ ਹੋਇਆ
SNOWFALL,pa,ਪਹਾੜਾਂ 'ਤੇ ਬਰਫ ਪੈਣ ਨਾਲ ਠੰਡ ਵਧੀ
SNOWFALL,pa,ਪਹਾੜਾਂ 'ਤੇ ਬਰਫ ਪੈਣ ਨਾਲ ਠੰਡ ਵਧੀ
SNOWFALL,pa,ਪਟਿਆਲਾ ਦੇ ਉੱਚੇ ਇਲਾਕਿਆਂ ਵਿੱਚ ਬਰਫਬਾਰੀ
SNOWFALL,pa,ਜਲੰਧਰ ਦੇ ਉੱਚੇ ਇਲਾਕਿਆਂ ਵਿੱਚ ਬਰਫਬਾਰੀ
SNOWFALL,pa,ਜਲੰਧਰ ਦੇ ਉੱਚੇ ਇਲਾਕਿਆਂ ਵਿੱਚ ਬਰਫਬਾਰੀ
